Introduction,Cluster
"The1965 Los Angeles Dodgersfinished the regular-season with a 97–65 record, which earned them the NLpennantby two games over their arch-rivals, theSan Francisco Giants. The Dodgers went on to win theWorld Seriesin seven games over theMinnesota Twins.",-1
"Nicola Vicentino(1511 – 1575 or 1576) was an Italianmusic theoristand composer of theRenaissance. He was one of the most progressive musicians of the age, inventing, among other things, amicrotonalkeyboard.",-1
"Jakob Gadolin(24 October 1719 – 26 September 1802) was aSwedishLutheranbishop, professor ofphysicsandtheology,politicianand statesman. Gadolin	was born inSträngnäs, Sweden. In 1736, he studied atThe Royal Academy of Turku(which later became theUniversity of Turku). In 1745  he became Master of Philosophy and Professor of Mathematics. He became accomplished in numerous fields such asphilosophyandmathematicsand from 1753 was a Professor of Physics and in 1762 Professor of Theology.
In 1788, he succeededJakob Haartmanas theBishopof theArchdiocese of Turkuwhich was then a diocese of theChurch of Sweden. He held this position until his death in 1802.[1] He served as a representative of the clergy in the Diocese of Turku in the SwedishRiksdag of the Estates1755–56, 1760–62 and 1771–72. In 1751, Gadolin was elected a member of theRoyal Swedish Academy of Sciences. He was a member ofPro Fide et Christianismo, a Christian education society.[2] Jakob Gadolin was married to Elisabet Browallia (1737–1793) and was the father of the noted chemist,Johan Gadolin.[3]",-1
"TheEuropean route E 63is aEuropean routethat goes fromSodankylä,FinlandtoTurku,Finland.[1]The length of the route is 1,126 kilometres (700 mi). The E63 is the only European route that runs entirely in Finland. It follows Finnish nationalhighway 5between Sodankylä and Kuopio andhighway 9between Kuopio and Turku. Media related toE63at Wikimedia Commons",-1
"Febo(orFebos)Moniz de Lusignanor simplyFebo(orFebos)Monizwas aPortuguesenobleman. He was one of three children ofVasco Gil Monizand his second wife, Eléonore de Lusignan, Princess ofCyprus. He was a Reposteiro-Mór (a major footman at the royal household encharged with drawing and undrawing the curtains and hangings and treasurer of the store-house for furniture) of KingManuel I of Portugaland aFidalgoof hisroyal householdandAlcaide-Mór ofArraiolos. He married Catarina or Maria da Cunha, daughter of Gonçalo Correia, third Lord of the Honour ofFarelães, and wife Margarida de Prado, who was promised by King Manuel I of Portugal 6,000 crowns for the marriage, and had issue, three sons by marriage and one bastard son:",-1
Vincent Limare(born 26 September 1992) is a Frenchjudoka.[1][2]He is the gold medalist in the ‍–‍60 kg at the2014 Judo Grand Prix Qingdao[3],2
"From the Other Side of the Century: A New American Poetry, 1960–1990is apoetry anthologypublished in 1994. It was edited by American poet and publisherDouglas Messerli– under his own imprintSun & Moon Press– and includes poets from both the U.S. and Canada. It joined two other collections which appeared at that time:Paul Hoover'sPostmodern American Poetry(Norton, 1994) andEliot Weinberger'sAmerican Poetry Since 1950(Marsilio, 1993). All three perhaps seeking to be for that time whatDonald Allen'sThe New American Poetry(Grove Press,1960) was for the 1960s.Publishers Weeklynoted that A strength of Messerli's book: he offers space enough to each poet, so that readers can trace developing poetic concerns, beginning with theObjectivists– the anthology's first poem is Charles Reznikoff's 'Children,' aHolocaustpiece. Messerli highlights 81 poets altogether and  organizes the anthology by dividing the poets into four thematic gatherings:",-1
"Joseph Peppi Azzopardi(born August 25, 1959), fromFlorianais aMalteseTV personality, best known for hosting Malta's longest-lasting TV programme and most popular talk showXarabankfrom 1997 to 2020 every Friday evenings inTelevision Malta. He also hostsL-Istrina, a yearlytelethonprogramme, televised every Boxing Day across the three main terrestrial TV stations in Malta. Azzopardi is also a founder of the TV production company Where's Everybody. He is currently voicing Grandpa Pig in the Maltese version of Peppa Pig, also aired in TVM.[1][2][3]",-1
"Whatever is a song recorded by Americancountry musicgroupThe Statler Brothers.  It was released in July 1982 as the first single from the albumThe Legend Goes On.  The song reached #7 on theBillboardHot Country Singles & Trackschart.[1]The song was written by Don Reid and Harold Reid. It is considered to be one of the rarest hits in the Statlers' catalog, as theLegend Goes Onalbum has never been issued onCDas of 2017, and the song had never appeared on any of the group's compilation albums until 2010 when it was included on the 2-disc edition of their ICON Series release. Whatever was the group's first music video. However, original tenorLew DeWitt, who performed on the track, had fallen ill and could not appear in it. His eventual replacement,Jimmy Fortune, substituted for him in the video.",-1
"House of SurenorSurenas[1][2](Parthian: 𐭎𐭅𐭓𐭉𐭍 Surēn,Middle Persian: 𐭮𐭥𐭫𐭩𐭭)  is one of two[c]Parthian noble families explicitly mentioned by name in sources dateable to theArsacidperiod.[3]",-1
"The2016 World Snowshoe Championshipswas the 9th edition of the globalsnowshoe runningcompetition,World Snowshoe Championships, organised by theWorld Snowshoe Federationand took place inVezza d'Ogliofrom 5 to 6 February 2016.[1]",2
"Humphrey (VII) de Bohun, 4th Earl of Hereford(c.1276 – 16 March 1322) was a member of a powerfulAnglo-Normanfamily of theWelsh Marchesand was one of theOrdainerswho opposedEdward II's excesses.",-1
"Mehfuz(Hindi:महफ़ूज़,Urdu:محفوظ,translation: Secure) is the fifth album from theIndian rockbandEuphoria. Two of the songs on the album have been co-written by poet and lyricistGulzar.",-1
"Magister Wigbold(died 1401), (alternative spellings: Wygbold, Wycholt), also called“Master of the Seven Arts”was a German pirate who belonged to the famousLikedeelerpiratesofKlaus Störtebekerwho were active in the North and Baltic seas. Wigbold was one of the most noted Likedeeler, along withGödeke Michelsand Störtebeker. The nickname Wigbold comes fromwig(strife) andbold(courageous, bold). Whether Wigbold was a nickname, or possibly his real name, is unknown.",-1
"This is a list ofearthquakes in 2002. Onlyearthquakesof magnitude 6 or above are included, unless they result in damage and/or casualties, or are notable for some other reason.  All dates are listed according toUTCtime.",-1
Rakshitta Ravi(born 24 April 2005) is an Indian chess player who holds theFIDE titleofWoman Grandmaster(WGM).,-1
"TheClara White Mission(CWM) is anon-profit organizationinJacksonville, Florida, USA, founded byDr. Eartha M. M. Whitethat advocates for the poor and provides social services. According to its website, The Clara White Mission is to reduce homelessness through advocacy, housing, job training and employment by partnering with business and local community resources.[1]CWM has created an extensive and diverse network of public and private funding sources.[2]",-1
"Hannah Gabrielle Parryis a New Zealandwriterandacademic. AsH. G. Parry, she has written five fantasy novels and several works of short fiction.[2][3]Parry has aPhDin English Literature from theVictoria University of Wellingtonand has contributed to several papers on English literature.[3]Parry lives inWellingtonwhere she writes and teaches English literature.[4][1] Parry's novels arecontemporary fantasyandhistorical fantasy, and have been generally been well received by critics.[5][6][7]Astarred reviewinPublishers WeeklycalledA Declaration of the Rights of Magiciansa witty, riveting historical fantasy and stated that Parry has a historian’s eye for period detail and weaves real figures from history throughout her poetic tale of justice, liberation, and dark magic.[7]A Declaration of the Rights of Magicianswas nominated for the 2021New Zealand National Science Fiction ConventionSir Julius Vogel Award.[8] Parry's research interests include Victorian literature and children's stories.[3][4]Her PhD thesis, TheAeneidwith Rabbits: Children's Fantasy as Modern Epic,[9]centred aroundRichard Adams'sWatership Down.[10]She has published articles in theJournal of New Zealand Literature, and authored chapters inAntipodean Antiquities: Classical Reception Down Under(2019) andCritical Insights: The Hobbit(2016).[3][11][12]",-1
